#
#
# US Geological Survey, Water Resources Data
# retrieved: 2020-03-30 23:57:59 EDT      (vaww02)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/co/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 09112500 EAST RIVER AT ALMONT, CO
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		18852	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	09112500	00060	18852	1965	6	1954
USGS	09112500	00060	18852	1965	7	1398
USGS	09112500	00060	18852	1965	8	400.5
USGS	09112500	00060	18852	1965	9	270.9
USGS	09112500	00060	18852	1965	10	189.9
USGS	09112500	00060	18852	1965	11	120.5
USGS	09112500	00060	18852	1965	12	98.8
USGS	09112500	00060	18852	1966	1	77.6
USGS	09112500	00060	18852	1966	2	63.9
USGS	09112500	00060	18852	1966	3	77.7
USGS	09112500	00060	18852	1966	4	339.2
USGS	09112500	00060	18852	1966	5	866
USGS	09112500	00060	18852	1966	6	665.8
USGS	09112500	00060	18852	1966	7	227
USGS	09112500	00060	18852	1966	8	134.3
USGS	09112500	00060	18852	1966	9	75.7
USGS	09112500	00060	18852	1966	10	83.6
USGS	09112500	00060	18852	1966	11	76.4
USGS	09112500	00060	18852	1966	12	77.1
USGS	09112500	00060	18852	1967	1	62.4
USGS	09112500	00060	18852	1967	2	59.5
USGS	09112500	00060	18852	1967	3	88.5
USGS	09112500	00060	18852	1967	4	277.5
USGS	09112500	00060	18852	1967	5	864.6
USGS	09112500	00060	18852	1967	6	1199
USGS	09112500	00060	18852	1967	7	492.5
USGS	09112500	00060	18852	1967	8	208.4
USGS	09112500	00060	18852	1967	9	156.5
USGS	09112500	00060	18852	1967	10	107.1
USGS	09112500	00060	18852	1967	11	80.3
USGS	09112500	00060	18852	1967	12	79.2
USGS	09112500	00060	18852	1968	1	59.3
USGS	09112500	00060	18852	1968	2	65.7
USGS	09112500	00060	18852	1968	3	58.4
USGS	09112500	00060	18852	1968	4	119.1
USGS	09112500	00060	18852	1968	5	843.1
USGS	09112500	00060	18852	1968	6	1611
USGS	09112500	00060	18852	1968	7	469.6
USGS	09112500	00060	18852	1968	8	364.1
USGS	09112500	00060	18852	1968	9	134.2
USGS	09112500	00060	18852	1968	10	107
USGS	09112500	00060	18852	1968	11	86.7
USGS	09112500	00060	18852	1968	12	77.5
USGS	09112500	00060	18852	1969	1	64.2
USGS	09112500	00060	18852	1969	2	57.1
USGS	09112500	00060	18852	1969	3	58
USGS	09112500	00060	18852	1969	4	382.7
USGS	09112500	00060	18852	1969	5	1352
USGS	09112500	00060	18852	1969	6	1010
USGS	09112500	00060	18852	1969	7	570.3
USGS	09112500	00060	18852	1969	8	225.9
USGS	09112500	00060	18852	1969	9	152
USGS	09112500	00060	18852	1969	10	153.3
USGS	09112500	00060	18852	1969	11	111.8
USGS	09112500	00060	18852	1969	12	82.7
USGS	09112500	00060	18852	1970	1	69.3
USGS	09112500	00060	18852	1970	2	72.3
USGS	09112500	00060	18852	1970	3	65.7
USGS	09112500	00060	18852	1970	4	123.7
USGS	09112500	00060	18852	1970	5	1482
USGS	09112500	00060	18852	1970	6	1451
USGS	09112500	00060	18852	1970	7	534.2
USGS	09112500	00060	18852	1970	8	206.7
USGS	09112500	00060	18852	1970	9	262.8
USGS	09112500	00060	18852	1970	10	154.7
USGS	09112500	00060	18852	1970	11	124.8
USGS	09112500	00060	18852	1970	12	95.4
USGS	09112500	00060	18852	1971	1	85.5
USGS	09112500	00060	18852	1971	2	68.6
USGS	09112500	00060	18852	1971	3	78.2
USGS	09112500	00060	18852	1971	4	395.2
USGS	09112500	00060	18852	1971	5	713.2
USGS	09112500	00060	18852	1971	6	1410
USGS	09112500	00060	18852	1971	7	619
USGS	09112500	00060	18852	1971	8	227.8
USGS	09112500	00060	18852	1971	9	137.3
USGS	09112500	00060	18852	1971	10	110.7
USGS	09112500	00060	18852	1971	11	107.6
USGS	09112500	00060	18852	1971	12	73.2
USGS	09112500	00060	18852	1972	1	65.3
USGS	09112500	00060	18852	1972	2	63.9
USGS	09112500	00060	18852	1972	3	111.7
USGS	09112500	00060	18852	1972	4	265.1
USGS	09112500	00060	18852	1972	5	752.1
USGS	09112500	00060	18852	1972	6	1078
USGS	09112500	00060	18852	1972	7	240.6
USGS	09112500	00060	18852	1972	8	115
USGS	09112500	00060	18852	1972	9	111.3
USGS	09112500	00060	18852	1972	10	155.4
USGS	09112500	00060	18852	1972	11	114.3
USGS	09112500	00060	18852	1972	12	75.9
USGS	09112500	00060	18852	1973	1	64.8
USGS	09112500	00060	18852	1973	2	58
USGS	09112500	00060	18852	1973	3	53.5
USGS	09112500	00060	18852	1973	4	96.9
USGS	09112500	00060	18852	1973	5	948.2
USGS	09112500	00060	18852	1973	6	1408
USGS	09112500	00060	18852	1973	7	781.5
USGS	09112500	00060	18852	1973	8	287.8
USGS	09112500	00060	18852	1973	9	121.8
USGS	09112500	00060	18852	1973	10	93.3
USGS	09112500	00060	18852	1973	11	75.1
USGS	09112500	00060	18852	1973	12	67.3
USGS	09112500	00060	18852	1974	1	56.5
USGS	09112500	00060	18852	1974	2	50.2
USGS	09112500	00060	18852	1974	3	80
USGS	09112500	00060	18852	1974	4	201.2
USGS	09112500	00060	18852	1974	5	1233
USGS	09112500	00060	18852	1974	6	1022
USGS	09112500	00060	18852	1974	7	321.8
USGS	09112500	00060	18852	1974	8	188.4
USGS	09112500	00060	18852	1974	9	72
USGS	09112500	00060	18852	1974	10	80.1
USGS	09112500	00060	18852	1974	11	86.3
USGS	09112500	00060	18852	1974	12	51.9
USGS	09112500	00060	18852	1975	1	36.5
USGS	09112500	00060	18852	1975	2	41.5
USGS	09112500	00060	18852	1975	3	48.9
USGS	09112500	00060	18852	1975	4	105.5
USGS	09112500	00060	18852	1975	5	729.4
USGS	09112500	00060	18852	1975	6	1542
USGS	09112500	00060	18852	1975	7	1137
USGS	09112500	00060	18852	1975	8	298.8
USGS	09112500	00060	18852	1975	9	104.6
USGS	09112500	00060	18852	1975	10	84.9
USGS	09112500	00060	18852	1975	11	75.6
USGS	09112500	00060	18852	1975	12	71.6
USGS	09112500	00060	18852	1976	1	60.9
USGS	09112500	00060	18852	1976	2	65.8
USGS	09112500	00060	18852	1976	3	43.1
USGS	09112500	00060	18852	1976	4	220.4
USGS	09112500	00060	18852	1976	5	720
USGS	09112500	00060	18852	1976	6	879.5
USGS	09112500	00060	18852	1976	7	327.9
USGS	09112500	00060	18852	1976	8	171
USGS	09112500	00060	18852	1976	9	93.6
USGS	09112500	00060	18852	1976	10	101.5
USGS	09112500	00060	18852	1976	11	59.7
USGS	09112500	00060	18852	1976	12	42
USGS	09112500	00060	18852	1977	1	38.5
USGS	09112500	00060	18852	1977	2	39.5
USGS	09112500	00060	18852	1977	3	49.1
USGS	09112500	00060	18852	1977	4	174.3
USGS	09112500	00060	18852	1977	5	222
USGS	09112500	00060	18852	1977	6	288.6
USGS	09112500	00060	18852	1977	7	93.5
USGS	09112500	00060	18852	1977	8	87.7
USGS	09112500	00060	18852	1977	9	52.4
USGS	09112500	00060	18852	1977	10	56.3
USGS	09112500	00060	18852	1977	11	47.8
USGS	09112500	00060	18852	1977	12	44.2
USGS	09112500	00060	18852	1978	1	56.3
USGS	09112500	00060	18852	1978	2	51.6
USGS	09112500	00060	18852	1978	3	54.1
USGS	09112500	00060	18852	1978	4	236.4
USGS	09112500	00060	18852	1978	5	925.5
USGS	09112500	00060	18852	1978	6	1987
USGS	09112500	00060	18852	1978	7	826.8
USGS	09112500	00060	18852	1978	8	248.7
USGS	09112500	00060	18852	1978	9	111.8
USGS	09112500	00060	18852	1978	10	81.1
USGS	09112500	00060	18852	1978	11	93.3
USGS	09112500	00060	18852	1978	12	94.7
USGS	09112500	00060	18852	1979	1	63.4
USGS	09112500	00060	18852	1979	2	62.7
USGS	09112500	00060	18852	1979	3	62.5
USGS	09112500	00060	18852	1979	4	207.6
USGS	09112500	00060	18852	1979	5	1295
USGS	09112500	00060	18852	1979	6	1808
USGS	09112500	00060	18852	1979	7	958.9
USGS	09112500	00060	18852	1979	8	317.4
USGS	09112500	00060	18852	1979	9	132.9
USGS	09112500	00060	18852	1979	10	97
USGS	09112500	00060	18852	1979	11	95.9
USGS	09112500	00060	18852	1979	12	70.2
USGS	09112500	00060	18852	1980	1	69.4
USGS	09112500	00060	18852	1980	2	69.8
USGS	09112500	00060	18852	1980	3	67.5
USGS	09112500	00060	18852	1980	4	195.4
USGS	09112500	00060	18852	1980	5	1151
USGS	09112500	00060	18852	1980	6	2068
USGS	09112500	00060	18852	1980	7	784.1
USGS	09112500	00060	18852	1980	8	215.3
USGS	09112500	00060	18852	1980	9	117.6
USGS	09112500	00060	18852	1980	10	93.1
USGS	09112500	00060	18852	1980	11	84.4
USGS	09112500	00060	18852	1980	12	75.3
USGS	09112500	00060	18852	1981	1	64.1
USGS	09112500	00060	18852	1981	2	56.5
USGS	09112500	00060	18852	1981	3	59
USGS	09112500	00060	18852	1981	4	146.5
USGS	09112500	00060	18852	1981	5	343.7
USGS	09112500	00060	18852	1981	6	626.6
USGS	09112500	00060	18852	1981	7	188.7
USGS	09112500	00060	18852	1981	8	116.7
USGS	09112500	00060	18852	1981	9	80.1
USGS	09112500	00060	18852	1981	10	72.7
USGS	09112500	00060	18852	1981	11	82.8
USGS	09112500	00060	18852	1981	12	70.1
USGS	09112500	00060	18852	1982	1	58.5
USGS	09112500	00060	18852	1982	2	52.5
USGS	09112500	00060	18852	1982	3	54.7
USGS	09112500	00060	18852	1982	4	148.9
USGS	09112500	00060	18852	1982	5	842.4
USGS	09112500	00060	18852	1982	6	1463
USGS	09112500	00060	18852	1982	7	729.5
USGS	09112500	00060	18852	1982	8	287.3
USGS	09112500	00060	18852	1982	9	207.3
USGS	09112500	00060	18852	1982	10	160.5
USGS	09112500	00060	18852	1982	11	109.5
USGS	09112500	00060	18852	1982	12	83.1
USGS	09112500	00060	18852	1983	1	72.3
USGS	09112500	00060	18852	1983	2	63.1
USGS	09112500	00060	18852	1983	3	69.9
USGS	09112500	00060	18852	1983	4	99.3
USGS	09112500	00060	18852	1983	5	603.5
USGS	09112500	00060	18852	1983	6	1788
USGS	09112500	00060	18852	1983	7	1010
USGS	09112500	00060	18852	1983	8	378.1
USGS	09112500	00060	18852	1983	9	143.3
USGS	09112500	00060	18852	1983	10	99.4
USGS	09112500	00060	18852	1983	11	93.1
USGS	09112500	00060	18852	1983	12	84.4
USGS	09112500	00060	18852	1984	1	65.7
USGS	09112500	00060	18852	1984	2	67.1
USGS	09112500	00060	18852	1984	3	59.8
USGS	09112500	00060	18852	1984	4	108.5
USGS	09112500	00060	18852	1984	5	1659
USGS	09112500	00060	18852	1984	6	2288
USGS	09112500	00060	18852	1984	7	1276
USGS	09112500	00060	18852	1984	8	411.3
USGS	09112500	00060	18852	1984	9	197.7
USGS	09112500	00060	18852	1984	10	160.3
USGS	09112500	00060	18852	1984	11	131.2
USGS	09112500	00060	18852	1984	12	127.9
USGS	09112500	00060	18852	1985	1	101.8
USGS	09112500	00060	18852	1985	2	75.4
USGS	09112500	00060	18852	1985	3	90.1
USGS	09112500	00060	18852	1985	4	395.9
USGS	09112500	00060	18852	1985	5	1281
USGS	09112500	00060	18852	1985	6	1754
USGS	09112500	00060	18852	1985	7	637.5
USGS	09112500	00060	18852	1985	8	254.7
USGS	09112500	00060	18852	1985	9	189.8
USGS	09112500	00060	18852	1985	10	220.5
USGS	09112500	00060	18852	1985	11	149.3
USGS	09112500	00060	18852	1985	12	105.5
USGS	09112500	00060	18852	1986	1	92.2
USGS	09112500	00060	18852	1986	2	83.8
USGS	09112500	00060	18852	1986	3	136.7
USGS	09112500	00060	18852	1986	4	487.1
USGS	09112500	00060	18852	1986	5	1278
USGS	09112500	00060	18852	1986	6	1903
USGS	09112500	00060	18852	1986	7	924.9
USGS	09112500	00060	18852	1986	8	391.3
USGS	09112500	00060	18852	1986	9	266.5
USGS	09112500	00060	18852	1986	10	245.8
USGS	09112500	00060	18852	1986	11	172.5
USGS	09112500	00060	18852	1986	12	109.2
USGS	09112500	00060	18852	1987	1	78
USGS	09112500	00060	18852	1987	2	78.5
USGS	09112500	00060	18852	1987	3	95.3
USGS	09112500	00060	18852	1987	4	446.9
USGS	09112500	00060	18852	1987	5	1082
USGS	09112500	00060	18852	1987	6	1005
USGS	09112500	00060	18852	1987	7	300.5
USGS	09112500	00060	18852	1987	8	203.2
USGS	09112500	00060	18852	1987	9	124.7
USGS	09112500	00060	18852	1987	10	73
USGS	09112500	00060	18852	1987	11	86
USGS	09112500	00060	18852	1987	12	65.9
USGS	09112500	00060	18852	1988	1	70
USGS	09112500	00060	18852	1988	2	67.4
USGS	09112500	00060	18852	1988	3	64.8
USGS	09112500	00060	18852	1988	4	233.6
USGS	09112500	00060	18852	1988	5	633.7
USGS	09112500	00060	18852	1988	6	847.7
USGS	09112500	00060	18852	1988	7	222.6
USGS	09112500	00060	18852	1988	8	130.6
USGS	09112500	00060	18852	1988	9	92.2
USGS	09112500	00060	18852	1988	10	82.5
USGS	09112500	00060	18852	1988	11	87.8
USGS	09112500	00060	18852	1988	12	65.9
USGS	09112500	00060	18852	1989	1	51.1
USGS	09112500	00060	18852	1989	2	54.7
USGS	09112500	00060	18852	1989	3	88.5
USGS	09112500	00060	18852	1989	4	460.5
USGS	09112500	00060	18852	1989	5	845.5
USGS	09112500	00060	18852	1989	6	852.7
USGS	09112500	00060	18852	1989	7	281.5
USGS	09112500	00060	18852	1989	8	195.3
USGS	09112500	00060	18852	1989	9	73.4
USGS	09112500	00060	18852	1989	10	82.7
USGS	09112500	00060	18852	1989	11	67
USGS	09112500	00060	18852	1989	12	56
USGS	09112500	00060	18852	1990	1	47.9
USGS	09112500	00060	18852	1990	2	46.6
USGS	09112500	00060	18852	1990	3	59.8
USGS	09112500	00060	18852	1990	4	145.6
USGS	09112500	00060	18852	1990	5	340.8
USGS	09112500	00060	18852	1990	6	905.9
USGS	09112500	00060	18852	1990	7	271.8
USGS	09112500	00060	18852	1990	8	124.9
USGS	09112500	00060	18852	1990	9	86.4
USGS	09112500	00060	18852	1990	10	108.7
USGS	09112500	00060	18852	1990	11	78.3
USGS	09112500	00060	18852	1990	12	49.6
USGS	09112500	00060	18852	1991	1	45.9
USGS	09112500	00060	18852	1991	2	47.6
USGS	09112500	00060	18852	1991	3	55.8
USGS	09112500	00060	18852	1991	4	168.2
USGS	09112500	00060	18852	1991	5	963.6
USGS	09112500	00060	18852	1991	6	1143
USGS	09112500	00060	18852	1991	7	411.6
USGS	09112500	00060	18852	1991	8	172.8
USGS	09112500	00060	18852	1991	9	131
USGS	09112500	00060	18852	1991	10	65.8
USGS	09112500	00060	18852	1991	11	73.9
USGS	09112500	00060	18852	1991	12	66.6
USGS	09112500	00060	18852	1992	1	66.5
USGS	09112500	00060	18852	1992	2	55.6
USGS	09112500	00060	18852	1992	3	56.2
USGS	09112500	00060	18852	1992	4	242
USGS	09112500	00060	18852	1992	5	803.1
USGS	09112500	00060	18852	1992	6	641.6
USGS	09112500	00060	18852	1992	7	287.4
USGS	09112500	00060	18852	1992	8	205.5
USGS	09112500	00060	18852	1992	9	143.2
USGS	09112500	00060	18852	1992	10	81.3
USGS	09112500	00060	18852	1992	11	84.4
USGS	09112500	00060	18852	1992	12	67.5
USGS	09112500	00060	18852	1993	1	49.8
USGS	09112500	00060	18852	1993	2	51.5
USGS	09112500	00060	18852	1993	3	70.6
USGS	09112500	00060	18852	1993	4	152.6
USGS	09112500	00060	18852	1993	5	1560
USGS	09112500	00060	18852	1993	6	1855
USGS	09112500	00060	18852	1993	7	976.9
USGS	09112500	00060	18852	1993	8	364.3
USGS	09112500	00060	18852	1993	9	214.6
USGS	09112500	00060	18852	1993	10	149.5
USGS	09112500	00060	18852	1993	11	97.7
USGS	09112500	00060	18852	1993	12	65.4
USGS	09112500	00060	18852	1994	1	59.4
USGS	09112500	00060	18852	1994	2	54.6
USGS	09112500	00060	18852	1994	3	71.5
USGS	09112500	00060	18852	1994	4	277.4
USGS	09112500	00060	18852	1994	5	1064
USGS	09112500	00060	18852	1994	6	1094
USGS	09112500	00060	18852	1994	7	237.9
USGS	09112500	00060	18852	1994	8	141.5
USGS	09112500	00060	18852	1994	9	87.3
USGS	09112500	00060	18852	1994	10	105.7
USGS	09112500	00060	18852	1994	11	82.1
USGS	09112500	00060	18852	1994	12	56.4
USGS	09112500	00060	18852	1995	1	46.7
USGS	09112500	00060	18852	1995	2	57.2
USGS	09112500	00060	18852	1995	3	83.5
USGS	09112500	00060	18852	1995	4	156.3
USGS	09112500	00060	18852	1995	5	819.4
USGS	09112500	00060	18852	1995	6	2636
USGS	09112500	00060	18852	1995	7	1946
USGS	09112500	00060	18852	1995	8	659.3
USGS	09112500	00060	18852	1995	9	214.2
USGS	09112500	00060	18852	1995	10	150.5
USGS	09112500	00060	18852	1995	11	126.8
USGS	09112500	00060	18852	1995	12	76
USGS	09112500	00060	18852	1996	1	73.1
USGS	09112500	00060	18852	1996	2	77.7
USGS	09112500	00060	18852	1996	3	72.6
USGS	09112500	00060	18852	1996	4	284.8
USGS	09112500	00060	18852	1996	5	1667
USGS	09112500	00060	18852	1996	6	1521
USGS	09112500	00060	18852	1996	7	510.8
USGS	09112500	00060	18852	1996	8	178.6
USGS	09112500	00060	18852	1996	9	107.3
USGS	09112500	00060	18852	1996	10	125.3
USGS	09112500	00060	18852	1996	11	98.6
USGS	09112500	00060	18852	1996	12	56.4
USGS	09112500	00060	18852	1997	1	56.6
USGS	09112500	00060	18852	1997	2	55.5
USGS	09112500	00060	18852	1997	3	91.2
USGS	09112500	00060	18852	1997	4	341.3
USGS	09112500	00060	18852	1997	5	1650
USGS	09112500	00060	18852	1997	6	2102
USGS	09112500	00060	18852	1997	7	591.4
USGS	09112500	00060	18852	1997	8	303.3
USGS	09112500	00060	18852	1997	9	179.5
USGS	09112500	00060	18852	1997	10	167.6
USGS	09112500	00060	18852	1997	11	109.6
USGS	09112500	00060	18852	1997	12	84.2
USGS	09112500	00060	18852	1998	1	68.2
USGS	09112500	00060	18852	1998	2	64.2
USGS	09112500	00060	18852	1998	3	84.4
USGS	09112500	00060	18852	1998	4	158.1
USGS	09112500	00060	18852	1998	5	817.4
USGS	09112500	00060	18852	1998	6	937.2
USGS	09112500	00060	18852	1998	7	556.8
USGS	09112500	00060	18852	1998	8	183.6
USGS	09112500	00060	18852	1998	9	108.8
USGS	09112500	00060	18852	1998	10	96.8
USGS	09112500	00060	18852	1998	11	95.1
USGS	09112500	00060	18852	1998	12	71.4
USGS	09112500	00060	18852	1999	1	61
USGS	09112500	00060	18852	1999	2	57.4
USGS	09112500	00060	18852	1999	3	96.6
USGS	09112500	00060	18852	1999	4	214.7
USGS	09112500	00060	18852	1999	5	802.3
USGS	09112500	00060	18852	1999	6	1348
USGS	09112500	00060	18852	1999	7	543.5
USGS	09112500	00060	18852	1999	8	284.5
USGS	09112500	00060	18852	1999	9	207.8
USGS	09112500	00060	18852	1999	10	149.6
USGS	09112500	00060	18852	1999	11	97.7
USGS	09112500	00060	18852	1999	12	72.3
USGS	09112500	00060	18852	2000	1	63.8
USGS	09112500	00060	18852	2000	2	56.7
USGS	09112500	00060	18852	2000	3	65.3
USGS	09112500	00060	18852	2000	4	343
USGS	09112500	00060	18852	2000	5	1060
USGS	09112500	00060	18852	2000	6	688.9
USGS	09112500	00060	18852	2000	7	213.9
USGS	09112500	00060	18852	2000	8	138.2
USGS	09112500	00060	18852	2000	9	115.1
USGS	09112500	00060	18852	2000	10	94.8
USGS	09112500	00060	18852	2000	11	83
USGS	09112500	00060	18852	2000	12	58.9
USGS	09112500	00060	18852	2001	1	49.9
USGS	09112500	00060	18852	2001	2	49.2
USGS	09112500	00060	18852	2001	3	59
USGS	09112500	00060	18852	2001	4	225.3
USGS	09112500	00060	18852	2001	5	927.9
USGS	09112500	00060	18852	2001	6	688.6
USGS	09112500	00060	18852	2001	7	255.2
USGS	09112500	00060	18852	2001	8	214.1
USGS	09112500	00060	18852	2001	9	128.6
USGS	09112500	00060	18852	2001	10	75.8
USGS	09112500	00060	18852	2001	11	89.3
USGS	09112500	00060	18852	2001	12	84.7
USGS	09112500	00060	18852	2002	1	82.4
USGS	09112500	00060	18852	2002	2	83.8
USGS	09112500	00060	18852	2002	3	82.3
USGS	09112500	00060	18852	2002	4	286.1
USGS	09112500	00060	18852	2002	5	387.3
USGS	09112500	00060	18852	2002	6	282.1
USGS	09112500	00060	18852	2002	7	106.9
USGS	09112500	00060	18852	2002	8	76.4
USGS	09112500	00060	18852	2002	9	57.5
USGS	09112500	00060	18852	2002	10	88.7
USGS	09112500	00060	18852	2002	11	79.4
USGS	09112500	00060	18852	2002	12	57
USGS	09112500	00060	18852	2003	1	50.3
USGS	09112500	00060	18852	2003	2	47.6
USGS	09112500	00060	18852	2003	3	57.2
USGS	09112500	00060	18852	2003	4	199.8
USGS	09112500	00060	18852	2003	5	920.6
USGS	09112500	00060	18852	2003	6	969.9
USGS	09112500	00060	18852	2003	7	257.7
USGS	09112500	00060	18852	2003	8	153.2
USGS	09112500	00060	18852	2003	9	113.1
USGS	09112500	00060	18852	2003	10	94.9
USGS	09112500	00060	18852	2003	11	78.8
USGS	09112500	00060	18852	2003	12	65.8
USGS	09112500	00060	18852	2004	1	62.3
USGS	09112500	00060	18852	2004	2	55.2
USGS	09112500	00060	18852	2004	3	134
USGS	09112500	00060	18852	2004	4	321.7
USGS	09112500	00060	18852	2004	5	829.6
USGS	09112500	00060	18852	2004	6	618.9
USGS	09112500	00060	18852	2004	7	237.4
USGS	09112500	00060	18852	2004	8	131.9
USGS	09112500	00060	18852	2004	9	89.1
USGS	09112500	00060	18852	2004	10	94.4
USGS	09112500	00060	18852	2004	11	86.4
USGS	09112500	00060	18852	2004	12	61.6
USGS	09112500	00060	18852	2005	1	55.4
USGS	09112500	00060	18852	2005	2	55.6
USGS	09112500	00060	18852	2005	3	63
USGS	09112500	00060	18852	2005	4	257.2
USGS	09112500	00060	18852	2005	5	1014
USGS	09112500	00060	18852	2005	6	1272
USGS	09112500	00060	18852	2005	7	587.5
USGS	09112500	00060	18852	2005	8	229.1
USGS	09112500	00060	18852	2005	9	118.1
USGS	09112500	00060	18852	2005	10	141.7
USGS	09112500	00060	18852	2005	11	108.2
USGS	09112500	00060	18852	2005	12	89.4
USGS	09112500	00060	18852	2006	1	80.5
USGS	09112500	00060	18852	2006	2	75.4
USGS	09112500	00060	18852	2006	3	79.8
USGS	09112500	00060	18852	2006	4	414.2
USGS	09112500	00060	18852	2006	5	1135
USGS	09112500	00060	18852	2006	6	940.8
USGS	09112500	00060	18852	2006	7	369.6
USGS	09112500	00060	18852	2006	8	204.8
USGS	09112500	00060	18852	2006	9	165.4
USGS	09112500	00060	18852	2006	10	243.5
USGS	09112500	00060	18852	2006	11	152.9
USGS	09112500	00060	18852	2006	12	109
USGS	09112500	00060	18852	2007	1	77.4
USGS	09112500	00060	18852	2007	2	73.7
USGS	09112500	00060	18852	2007	3	149.9
USGS	09112500	00060	18852	2007	4	347.1
USGS	09112500	00060	18852	2007	5	801.9
USGS	09112500	00060	18852	2007	6	666.4
USGS	09112500	00060	18852	2007	7	222.9
USGS	09112500	00060	18852	2007	8	148.8
USGS	09112500	00060	18852	2007	9	134.9
USGS	09112500	00060	18852	2007	10	122.8
USGS	09112500	00060	18852	2007	11	85.1
USGS	09112500	00060	18852	2007	12	84.4
USGS	09112500	00060	18852	2008	1	75.2
USGS	09112500	00060	18852	2008	2	63.4
USGS	09112500	00060	18852	2008	3	62.6
USGS	09112500	00060	18852	2008	4	217.5
USGS	09112500	00060	18852	2008	5	1317
USGS	09112500	00060	18852	2008	6	1915
USGS	09112500	00060	18852	2008	7	845
USGS	09112500	00060	18852	2008	8	244.2
USGS	09112500	00060	18852	2008	9	122
USGS	09112500	00060	18852	2008	10	100.6
USGS	09112500	00060	18852	2008	11	89.7
USGS	09112500	00060	18852	2008	12	74.7
USGS	09112500	00060	18852	2009	1	72.5
USGS	09112500	00060	18852	2009	2	56.9
USGS	09112500	00060	18852	2009	3	68.1
USGS	09112500	00060	18852	2009	4	403.3
USGS	09112500	00060	18852	2009	5	1580
USGS	09112500	00060	18852	2009	6	1103
USGS	09112500	00060	18852	2009	7	417.9
USGS	09112500	00060	18852	2009	8	145.2
USGS	09112500	00060	18852	2009	9	97.7
USGS	09112500	00060	18852	2009	10	100.4
USGS	09112500	00060	18852	2009	11	86.9
USGS	09112500	00060	18852	2009	12	83.6
USGS	09112500	00060	18852	2010	1	74.3
USGS	09112500	00060	18852	2010	2	59.5
USGS	09112500	00060	18852	2010	3	54.9
USGS	09112500	00060	18852	2010	4	374.6
USGS	09112500	00060	18852	2010	5	618.3
USGS	09112500	00060	18852	2010	6	1178
USGS	09112500	00060	18852	2010	7	247.7
USGS	09112500	00060	18852	2010	8	178.5
USGS	09112500	00060	18852	2010	9	83.2
USGS	09112500	00060	18852	2010	10	74.6
USGS	09112500	00060	18852	2010	11	109.4
USGS	09112500	00060	18852	2010	12	95.6
USGS	09112500	00060	18852	2011	1	80.5
USGS	09112500	00060	18852	2011	2	71.1
USGS	09112500	00060	18852	2011	3	76.6
USGS	09112500	00060	18852	2011	4	222
USGS	09112500	00060	18852	2011	5	845.7
USGS	09112500	00060	18852	2011	6	2234
USGS	09112500	00060	18852	2011	7	1298
USGS	09112500	00060	18852	2011	8	279.4
USGS	09112500	00060	18852	2011	9	153.1
USGS	09112500	00060	18852	2011	10	114.8
USGS	09112500	00060	18852	2011	11	83.2
USGS	09112500	00060	18852	2011	12	57.9
USGS	09112500	00060	18852	2012	1	53.3
USGS	09112500	00060	18852	2012	2	62.6
USGS	09112500	00060	18852	2012	3	116.7
USGS	09112500	00060	18852	2012	4	277.6
USGS	09112500	00060	18852	2012	5	383.6
USGS	09112500	00060	18852	2012	6	262.3
USGS	09112500	00060	18852	2012	7	114.4
USGS	09112500	00060	18852	2012	8	94.2
USGS	09112500	00060	18852	2012	9	54.2
USGS	09112500	00060	18852	2012	10	53.1
USGS	09112500	00060	18852	2012	11	59.7
USGS	09112500	00060	18852	2012	12	54.1
USGS	09112500	00060	18852	2013	1	44
USGS	09112500	00060	18852	2013	2	44.6
USGS	09112500	00060	18852	2013	3	46.3
USGS	09112500	00060	18852	2013	4	139.6
USGS	09112500	00060	18852	2013	5	677.3
USGS	09112500	00060	18852	2013	6	770.2
USGS	09112500	00060	18852	2013	7	189.7
USGS	09112500	00060	18852	2013	8	147.9
USGS	09112500	00060	18852	2013	9	190.5
USGS	09112500	00060	18852	2013	10	163.8
USGS	09112500	00060	18852	2013	11	117.4
USGS	09112500	00060	18852	2013	12	90.6
USGS	09112500	00060	18852	2014	1	73.1
USGS	09112500	00060	18852	2014	2	60.2
USGS	09112500	00060	18852	2014	3	64.3
USGS	09112500	00060	18852	2014	4	506.9
USGS	09112500	00060	18852	2014	5	1103
USGS	09112500	00060	18852	2014	6	1744
USGS	09112500	00060	18852	2014	7	545.5
USGS	09112500	00060	18852	2014	8	208.8
USGS	09112500	00060	18852	2014	9	179
USGS	09112500	00060	18852	2014	10	185
